Inward_Tx_Count_24h,In_Out_Fan_Ratio,Avg_Drain_Time_Mins,Zero_Balance_Reset_Freq,Account_Age_Months,Night_Tx_Percentage,IP_Change_Count_24h,Auth_Method,Target,Mule_Type,Account_ID
3,0.9501410174536394,375.35834970710977,0.037324298313365346,119,0.0033611394719050944,0,PIN,0,Legitimate,ACC-100000
5,1.1328181727060178,386.0284916213424,0.1292374368029763,118,0.09309040163909868,2,Biometric,0,Legitimate,ACC-100001
8,1.351618012866139,407.96328775593,0.10612711647449125,82,0.03387320318021832,2,Biometric,0,Legitimate,ACC-100002
1,1.2112700576121755,794.9234612094128,0.052364313116159814,59,0.04025221008728245,0,Biometric,0,Legitimate,ACC-100003
1,1.9807439624622938,775.5905622565709,0.1800309502895311,51,0.028815177089908394,0,Biometric,0,Legitimate,ACC-100004
2,1.1599116810819685,790.7027524591839,0.13862221190941146,17,0.13543646073514792,1,Biometric,0,Legitimate,ACC-100005
2,1.182749109361525,116.10566047554221,0.040977445738355094,71,0.07451432242171556,0,Biometric,0,Legitimate,ACC-100006
2,1.1925509057620058,2036.8545223790143,0.010934614395510911,12,0.1380784466409128,0,Biometric,0,Legitimate,ACC-100007
1,0.9430494128641731,123.40236525008616,0.04505315573901101,21,0.10545725935048163,0,Biometric,0,Legitimate,ACC-100008
3,1.1984877389329414,936.1842346266379,0.07925610364787423,6,0.06376204757127928,0,PIN,0,Legitimate,ACC-100009
2,1.1325239307193435,649.2075588562212,0.19247435086067635,44,0.042641632153598376,0,PIN,0,Legitimate,ACC-100010
2,1.2541016071991662,376.2622774286705,0.13984779888711124,93,0.11542009119516959,0,Biometric,0,Legitimate,ACC-100011
2,0.7756610965901037,164.88870805204834,0.004001032885233702,45,0.05957203537797994,0,Biometric,0,Legitimate,ACC-100012
4,1.3811199048570666,272.1910791178358,0.14985858233288743,34,0.12863095467492766,0,Biometric,0,Legitimate,ACC-100013
3,0.5705437610186395,63.0201229901281,0.06079038133234163,104,0.08591165790242168,0,PIN,0,Legitimate,ACC-100014
53,6.5239354816723045,6.61050204787769,0.7593752637385109,0,0.6881759789363897,6,OTP,1,Fast Burner,ACC-100015
1,1.8710913231184887,210.1347300707981,0.13704214926769384,100,0.029272959085158128,0,Biometric,0,Legitimate,ACC-100016
1,1.568618416568676,551.2714516384959,0.1952419211592866,21,0.14889382102287926,1,Biometric,0,Legitimate,ACC-100017
1,1.6078155669692231,780.4672619804792,0.07470492556247657,39,0.0720184526428519,1,Biometric,0,Legitimate,ACC-100018
1,1.0432437211771088,300.26044510533274,0.0929910047235461,44,0.0137331340896573,0,Biometric,0,Legitimate,ACC-100019
2,1.3299552201814628,235.85913883037747,0.041832536686453016,81,0.0009885244244569546,0,PIN,0,Legitimate,ACC-100020
3,1.2759551087097896,176.8071250572867,0.10764788964942679,52,0.09588938431318854,1,Biometric,0,Legitimate,ACC-100021
2,1.5472558817429873,497.71894280743487,0.03895875672752036,58,0.07756759569527279,2,Biometric,0,Legitimate,ACC-100022
5,1.6355779896944165,660.2916153977833,0.09786039476737374,105,0.05311566699567382,0,Biometric,0,Legitimate,ACC-100023
44,5.088097039057995,55.88570091793901,0.7373208083694309,60,0.8472921656970335,5,PIN,1,Sleeper Mule,ACC-100024
3,1.6561920288051133,1050.1303627118973,0.07216007865183385,47,0.14588369445703792,0,PIN,0,Legitimate,ACC-100025
41,5.7840727163808285,8.532866419174084,0.8284920939732733,2,0.9033164331402663,2,PIN,1,Fast Burner,ACC-100026
1,1.2386548864067743,293.98965325032214,0.13723830009692042,43,0.05396864311386045,0,OTP,0,Legitimate,ACC-100027
35,5.793061796449363,7.232528150653695,0.6111459453103759,65,0.8181547296542059,2,OTP,1,Sleeper Mule,ACC-100028
1,1.3575507939786504,443.39655403738436,0.011723794122716092,108,0.10592510143342868,0,Biometric,0,Legitimate,ACC-100029
1,1.3483567476146316,573.6909665407111,0.10897071156720768,57,0.10520226635618253,2,Biometric,0,Legitimate,ACC-100030
3,1.0659067341581878,393.3597869122314,0.15561804476974817,16,0.0954338801147445,1,Biometric,0,Legitimate,ACC-100031
35,5.053790358563865,11.069937573280994,0.7120196116874886,88,0.664026855206456,8,OTP,1,Sleeper Mule,ACC-100032
34,3.3459227468986317,17.84244745942508,0.8505259368984175,67,0.8348405466520998,3,PIN,1,Sleeper Mule,ACC-100033
3,1.1834695650803038,1189.5795514764636,0.05576732264213924,45,0.008070168314578534,1,PIN,0,Legitimate,ACC-100034
4,1.2778259973789476,2085.929728175899,0.10557927680867851,104,0.12989349029173025,0,Biometric,0,Legitimate,ACC-100035
47,7.046870768151047,5.130731724596949,0.7110883852148505,2,0.8543846719962447,3,PIN,1,Fast Burner,ACC-100036
47,5.704227807056148,12.924706175695125,0.8556723726833532,1,0.6321804169141773,10,OTP,1,Fast Burner,ACC-100037
34,6.327331650422919,42.3634341203928,0.6698417041013254,104,0.7508525653019802,1,OTP,1,Sleeper Mule,ACC-100038
1,0.9340004895946876,529.6084820739214,0.19588507916638778,7,0.018364094783345324,0,Biometric,0,Legitimate,ACC-100039
50,5.369646962294741,74.11889303860305,0.958078709985932,0,0.7010974630831842,6,PIN,1,Fast Burner,ACC-100040
45,5.928245273766677,22.648684899858864,0.9243048736153537,2,0.7025682940339555,11,OTP,1,Fast Burner,ACC-100041
4,0.8789038354044487,242.46793088934297,0.07297352186408226,18,0.1495979290742619,0,OTP,0,Legitimate,ACC-100042
2,1.1453878706743033,598.6402365981671,0.10780164751205995,20,0.025736241564470397,0,Biometric,0,Legitimate,ACC-100043
5,1.46191981989963,324.2682077258187,0.016669865384170413,15,0.0721248084861581,0,Biometric,0,Legitimate,ACC-100044
37,5.564828578791747,55.15417232269182,0.8968809849181087,1,0.7134188906045476,7,OTP,1,Fast Burner,ACC-100045
41,7.524651046349028,34.111489255946296,0.9260383317614751,2,0.690431270091612,6,OTP,1,Fast Burner,ACC-100046
33,4.672020234552586,18.923213405244194,0.8434407957310143,75,0.6798668617915351,3,PIN,1,Sleeper Mule,ACC-100047
3,0.9168044953956335,82.0111729607772,0.13027663423120292,106,0.026846442407268883,0,Biometric,0,Legitimate,ACC-100048
3,1.0022820928456377,316.13264603428047,0.18937708887492338,28,0.05790716498359656,1,Biometric,0,Legitimate,ACC-100049
29,4.968333255531163,32.033002512258406,0.7511241649098864,58,0.6010219925551893,4,OTP,1,Sleeper Mule,ACC-100050
37,5.406998786157817,29.82396122147686,0.6900693942274256,105,0.8499469346545958,8,PIN,1,Sleeper Mule,ACC-100051
2,0.9758691738998801,316.0259002014344,0.1279147746664162,110,0.09596158192250188,2,Biometric,0,Legitimate,ACC-100052
2,1.0737042395960472,200.79075412100798,0.06606960238143249,43,0.024464700922743027,0,PIN,0,Legitimate,ACC-100053
3,1.5226171663249242,674.9092785903157,0.14579308541957622,43,0.09626794465572074,2,Biometric,0,Legitimate,ACC-100054
2,1.3280951051586298,1536.9380147227605,0.07095103422595155,116,0.03845779699371798,0,OTP,0,Legitimate,ACC-100055
6,1.0777231966020913,1221.9373878680537,0.13155925300514987,37,0.035038538738154594,1,Biometric,0,Legitimate,ACC-100056
2,1.0034017430397617,937.1650178666822,0.02035315931027311,50,0.09286656565224058,0,Biometric,0,Legitimate,ACC-100057
3,1.6677546871447053,182.40335478555912,0.09049401008286849,59,0.13143045615622226,0,Biometric,0,Legitimate,ACC-100058
0,1.0943851031903125,432.43719975756045,0.19453375800671524,109,0.01645005584651295,1,Biometric,0,Legitimate,ACC-100059
7,0.9132736926532066,139.00261419189883,0.11043076390940731,31,0.08830469304215877,0,Biometric,0,Legitimate,ACC-100060
49,5.7129848010723325,4.6882874384467295,0.7403815103556509,0,0.9157808003973481,4,OTP,1,Fast Burner,ACC-100061
30,7.133472778837174,3.111111280635356,0.722111385353145,0,0.8799483129924861,1,PIN,1,Fast Burner,ACC-100062
50,8.381076993441662,24.995383943050605,0.821987700610876,0,0.8528995737745786,7,OTP,1,Fast Burner,ACC-100063
3,1.1373246127887384,371.25447593488934,0.03914196286721359,18,0.020702190821349935,0,Biometric,0,Legitimate,ACC-100064
3,1.0898932744105119,1661.195822835355,0.04230131759547249,16,0.059738643014498445,0,Biometric,0,Legitimate,ACC-100065
1,1.6561992518943558,155.70224622950866,0.04762112549441575,77,0.13971059225642943,0,Biometric,0,Legitimate,ACC-100066
2,0.884603455728231,624.5228170502992,0.15184268304214363,86,0.08582578159314848,1,Biometric,0,Legitimate,ACC-100067
34,7.982166789208626,12.86557799092488,0.8673150355452257,2,0.7617816277201911,2,OTP,1,Fast Burner,ACC-100068
42,4.893790159375592,39.16633077567561,0.7788159540962352,72,0.7098230121622225,5,PIN,1,Sleeper Mule,ACC-100069
5,1.4180611571234807,158.0171423134776,0.10846001480481689,115,0.11380797034074679,0,Biometric,0,Legitimate,ACC-100070
3,1.1707962093321802,1423.6577052076407,0.12158082485942955,7,0.0058923058265115125,2,PIN,0,Legitimate,ACC-100071
0,1.5487944176058577,601.3938405512083,0.13632549967195537,76,0.09517222438785176,1,Biometric,0,Legitimate,ACC-100072
2,1.0005897284546958,189.94155183240906,0.10405111692268543,87,0.0617665935843536,0,PIN,0,Legitimate,ACC-100073
2,0.6577231052455627,163.1218501581987,0.031187030263215655,117,0.07745312439997439,0,Biometric,0,Legitimate,ACC-100074
2,0.7976609902032867,61.262473349762416,0.018193969685371215,101,0.12807408117491342,1,Biometric,0,Legitimate,ACC-100075
1,1.4709174500210798,110.00072837236193,0.09062508138072099,66,0.057065370433797294,0,Biometric,0,Legitimate,ACC-100076
2,1.3055883222624167,989.2020533593849,0.17099720296641152,71,0.06889386803012897,1,PIN,0,Legitimate,ACC-100077
5,1.3218255329623287,1271.7808809773724,0.01692998692128214,12,0.00239957205611116,0,PIN,0,Legitimate,ACC-100078
45,5.057866697651468,7.128699056428018,0.7314237126816945,1,0.9385616337678536,5,PIN,1,Fast Burner,ACC-100079
1,1.1298361190059893,279.5847856872749,0.11919415187757194,110,0.06940624441524434,0,PIN,0,Legitimate,ACC-100080
4,0.819374697719615,256.6977934303608,0.0230828478182636,16,0.02473601157700502,0,Biometric,0,Legitimate,ACC-100081
55,8.40402195209291,24.154083013143275,0.7979381215298746,1,0.9097083119948739,3,PIN,1,Fast Burner,ACC-100082
3,1.0425421619026696,82.5803052714171,0.03198580771526784,36,0.11195413623952043,1,Biometric,0,Legitimate,ACC-100083
1,1.2549725731376156,202.2183833367445,0.14458283644027703,56,0.0727821356207401,0,Biometric,0,Legitimate,ACC-100084
4,1.1264077541436592,390.3100486959824,0.17852306681780633,80,0.13460424359556913,1,Biometric,0,Legitimate,ACC-100085
2,0.6949853600871523,434.37645568381726,0.14951562389519502,71,0.004224749102514913,0,PIN,0,Legitimate,ACC-100086
5,0.8571172360850353,690.4590479067688,0.038187356870153115,46,0.13329615473229073,0,Biometric,0,Legitimate,ACC-100087
30,6.931241169100852,32.84735645934431,0.8996563757690113,38,0.6358543293660807,0,OTP,1,Sleeper Mule,ACC-100088
46,6.529104243435336,81.16242448212417,0.7829404888520235,0,0.9020989278995306,4,OTP,1,Fast Burner,ACC-100089
55,6.94414139497178,13.29064698579753,0.7335098996387097,0,0.7227551089474606,5,OTP,1,Fast Burner,ACC-100090
2,0.8671171896290908,210.1242306875468,0.12501071459407329,118,0.031246721646326192,0,Biometric,0,Legitimate,ACC-100091
2,1.5021353470237118,66.62508423994359,0.14005688641385947,40,0.0018007700053060014,0,Biometric,0,Legitimate,ACC-100092
3,1.7036351422160565,735.9226941185121,0.1526889791152129,103,0.11114898773774605,1,Biometric,0,Legitimate,ACC-100093
3,0.8759198820657921,109.41757541628448,0.07296420844350325,68,0.09572090984532293,0,PIN,0,Legitimate,ACC-100094
29,5.062672975837864,33.722607417974146,0.8999153168988592,88,0.5399732759715232,2,OTP,1,Sleeper Mule,ACC-100095
1,1.1911477204142786,1506.2563963784817,0.005856276953629247,11,0.12989194301983378,1,Biometric,0,Legitimate,ACC-100096
3,0.9631942902292268,193.08426893876924,0.135170947525429,110,0.06172580029829023,1,PIN,0,Legitimate,ACC-100097
5,0.9058835245549575,574.5819436425983,0.14436394744210884,53,0.06759705463767218,2,Biometric,0,Legitimate,ACC-100098
3,1.2585486141425453,229.40342052420777,0.043997099027622236,53,0.01208411991074681,1,PIN,0,Legitimate,ACC-100099
5,1.1855040963796966,68.89608762166463,0.04812504534587714,75,0.0608851228996071,0,Biometric,0,Legitimate,ACC-100100
4,0.8663441096164324,250.24568091334115,0.03347457030802721,61,0.14772027718256175,0,Biometric,0,Legitimate,ACC-100101
3,1.0111877366380633,241.12204571106722,0.14494036258312112,26,0.05365446593108403,1,Biometric,0,Legitimate,ACC-100102
36,7.38402836003482,47.23437852812058,0.7206562193480346,1,0.8922522432427471,4,PIN,1,Fast Burner,ACC-100103
3,0.661205179624793,313.59578009245524,0.13170128943847922,85,0.09641209266890635,0,Biometric,0,Legitimate,ACC-100104
2,0.8884377428892731,527.8932066338604,0.19057752257697194,37,0.0013829391316354021,0,Biometric,0,Legitimate,ACC-100105
1,1.3030663731119807,363.8222262160695,0.10292255824755232,43,0.051313356180101626,0,Biometric,0,Legitimate,ACC-100106
3,1.2308442729465205,1172.6727526222835,0.029027938653228127,59,0.07633091105344142,1,Biometric,0,Legitimate,ACC-100107
33,5.8445076298737835,5.518556473829805,0.6895734792935034,98,0.8362129878954507,4,PIN,1,Sleeper Mule,ACC-100108
2,1.6686795331965207,103.18624722647596,0.17618175299822014,22,0.07466951955506373,0,PIN,0,Legitimate,ACC-100109
1,0.9484258021555493,167.0859807120567,0.03650044460011497,87,0.036204128227060685,0,Biometric,0,Legitimate,ACC-100110
2,1.1781532702228974,383.6933519832858,0.031888282324042484,93,0.08951993050697758,0,Biometric,0,Legitimate,ACC-100111
51,3.803716167312006,76.02598996546718,0.9114369795118907,0,0.9668997283276541,5,PIN,1,Fast Burner,ACC-100112
6,1.2623760202151872,637.847259562868,0.17323558432901048,11,0.10584039243430494,1,Biometric,0,Legitimate,ACC-100113
4,1.3876428000912153,472.7158383100174,0.011666654456960336,110,0.10978591886564465,0,Biometric,0,Legitimate,ACC-100114
47,4.8309906799035724,2.151069940959591,0.7049079218528153,2,0.9909576083297063,3,PIN,1,Fast Burner,ACC-100115
2,1.299589178569966,520.4127603231744,0.19975857017110765,83,0.14858473123375424,1,Biometric,0,Legitimate,ACC-100116
5,1.2035209109165808,199.83279948367633,0.006839297114166598,14,0.004446010897758429,1,Biometric,0,Legitimate,ACC-100117
3,0.9918700177509748,424.3514846800499,0.048546510489954245,8,0.10639043162583006,0,Biometric,0,Legitimate,ACC-100118
4,1.313467885629453,187.27302198998822,0.026380787766160176,70,0.08970825413094685,0,PIN,0,Legitimate,ACC-100119
1,1.135329616974315,174.38087082235467,0.1339610082476639,92,0.057957906444357145,1,OTP,0,Legitimate,ACC-100120
3,0.9029958858290581,195.375999923985,0.19089920569095595,113,0.050332219425946394,0,OTP,0,Legitimate,ACC-100121
35,5.393297403263859,11.156376918336967,0.8620977095075788,36,0.557888878033518,1,PIN,1,Sleeper Mule,ACC-100122
2,0.6375403033494867,131.40811851833234,0.05619221063460431,8,0.060624573229948985,0,Biometric,0,Legitimate,ACC-100123
4,0.9484128979201407,158.58590315276794,0.09121354607945978,118,0.03698087968154125,0,OTP,0,Legitimate,ACC-100124
29,3.5563152333629287,18.555614144150375,0.8947109595135837,80,0.8700768700824137,1,PIN,1,Sleeper Mule,ACC-100125
1,1.5159364357571408,1041.5144825541247,0.1771648582093247,109,0.09892462356883015,1,Biometric,0,Legitimate,ACC-100126
47,4.769351688949227,25.67358471409592,0.8423289753636063,43,0.526449370830968,2,OTP,1,Sleeper Mule,ACC-100127
3,1.42266298872795,71.82758285243509,0.004125326402752871,30,0.043687286290508616,0,Biometric,0,Legitimate,ACC-100128
6,1.65195859089368,152.53518678085698,0.14253656320881256,14,0.03367423082799462,0,Biometric,0,Legitimate,ACC-100129
47,5.548915465417082,29.33644426980249,0.7428960114498614,2,0.7919521873475542,6,OTP,1,Fast Burner,ACC-100130
4,0.8839592897780169,71.28789967070267,0.15325967560245207,19,0.14982245178828626,0,Biometric,0,Legitimate,ACC-100131
1,1.453065087366636,139.18773924621013,0.05621302978934704,80,0.12027786125859052,1,Biometric,0,Legitimate,ACC-100132
5,1.0587450509633147,282.0596116834897,0.1312016216941836,28,0.1204718889236317,0,PIN,0,Legitimate,ACC-100133
39,8.116093792433842,55.82509806402708,0.9325404097588661,1,0.9533275494846706,8,PIN,1,Fast Burner,ACC-100134
38,5.00766437554417,52.08789021916069,0.722853330566963,2,0.9023268786659072,2,OTP,1,Fast Burner,ACC-100135
41,3.684858409061392,38.90699121980721,0.7949884978208299,0,0.7891134703226882,5,PIN,1,Fast Burner,ACC-100136
31,8.486494418591139,11.55423653698787,0.9031485188999703,2,0.7523261426992272,8,PIN,1,Fast Burner,ACC-100137
3,1.7026908881536686,635.4886391993382,0.1495664721869776,94,0.12508218903905652,1,Biometric,0,Legitimate,ACC-100138
2,1.1900795995914697,541.2098555574094,0.1593316747699675,49,0.05669011595175796,1,PIN,0,Legitimate,ACC-100139
44,6.828074626691151,8.452360451403035,0.8369103202094443,0,0.9772967454955861,5,OTP,1,Fast Burner,ACC-100140
53,8.56285257326154,30.956697066421047,0.7082955267595765,0,0.7914381429566612,6,PIN,1,Fast Burner,ACC-100141
34,5.226635304910711,30.723939942367195,0.7906625968137967,101,0.6120107486240733,2,OTP,1,Sleeper Mule,ACC-100142
43,4.188345792376345,9.208537364762218,0.8931930913090718,1,0.9809217094293041,4,OTP,1,Fast Burner,ACC-100143
58,5.326450924817157,10.576087448849437,0.82459450261598,0,0.914420303709992,6,OTP,1,Fast Burner,ACC-100144
5,0.8042414841696601,712.5789746741566,0.07522448618445472,110,0.007196949181748263,0,PIN,0,Legitimate,ACC-100145
1,0.8536089153345816,179.91275321000785,0.13243307093894152,7,0.06213435234087841,0,Biometric,0,Legitimate,ACC-100146
32,10.243368841782267,3.124582212136436,0.9199398072250178,1,0.7230714262960126,3,OTP,1,Fast Burner,ACC-100147
3,1.2631906335645176,870.6135639292384,0.006718637815901496,40,0.0894713519092566,0,Biometric,0,Legitimate,ACC-100148
2,1.0125566386392333,158.18585678164385,0.04292950975403962,29,0.1437051779534415,0,PIN,0,Legitimate,ACC-100149
2,1.2823405006909694,139.0088633356783,0.12155464477548042,82,0.11954183454324865,1,Biometric,0,Legitimate,ACC-100150
57,7.7859043132837655,40.834160989230604,0.9986718096205945,1,0.65028729317117,5,OTP,1,Fast Burner,ACC-100151
33,4.906886089552436,50.15567623276714,0.7006958464692126,113,0.6267732451070936,3,OTP,1,Sleeper Mule,ACC-100152
35,5.675944285987173,32.609815829383365,0.6280292968775089,67,0.6925569628818178,3,OTP,1,Sleeper Mule,ACC-100153
4,1.2043145988732797,673.6222538058075,0.10627357276426777,27,0.06849985706150093,2,Biometric,0,Legitimate,ACC-100154
0,0.9599120155177869,139.9221538020906,0.04596408410500892,105,0.08860068525137534,1,PIN,0,Legitimate,ACC-100155
6,1.2333202419586897,953.3631884254278,0.030882021568453034,95,0.13865600708649742,2,PIN,0,Legitimate,ACC-100156
3,1.2270124751600875,592.0711177499522,0.16999690709984172,46,0.11498300555095965,0,Biometric,0,Legitimate,ACC-100157
42,6.105940427382627,17.54428628430075,0.787304955554062,1,0.8764764346610984,12,OTP,1,Fast Burner,ACC-100158
5,1.6333030235939834,175.96655298542333,0.09372827971671059,23,0.09258194670664151,0,PIN,0,Legitimate,ACC-100159
1,1.5235278583418839,868.0982097935434,0.05885008161769223,99,0.05388142987342717,2,Biometric,0,Legitimate,ACC-100160
3,0.9118659138048355,100.76626139982858,0.06008403748612645,74,0.13849152597776246,0,Biometric,0,Legitimate,ACC-100161
4,0.2898031913564193,355.1344754777732,0.19685225888315694,65,0.10681987267088823,0,PIN,0,Legitimate,ACC-100162
4,1.591674814743157,254.93857515799627,0.02918579591846662,91,0.051305075980568646,0,OTP,0,Legitimate,ACC-100163
3,0.9971787854119171,182.96081826315913,0.11350747350708373,62,0.08129471811391516,0,OTP,0,Legitimate,ACC-100164
41,7.933318324876734,7.347198367433224,0.9760294981942725,2,0.6483989530310026,4,OTP,1,Fast Burner,ACC-100165
3,0.9500575430013101,517.142735653227,0.05297048003649607,22,0.0679094990431399,2,Biometric,0,Legitimate,ACC-100166
5,1.4757783275043874,404.98366354175744,0.12417794091987029,89,0.05353760543897453,0,Biometric,0,Legitimate,ACC-100167
1,1.227714437699691,242.00239924562663,0.19433009958632108,64,0.026130305046479962,1,OTP,0,Legitimate,ACC-100168
3,0.8025500832892096,414.455402793929,0.011986086623778359,10,0.11866883853150127,0,Biometric,0,Legitimate,ACC-100169
2,0.3554628930282451,1536.1068610943803,0.030738731253978992,62,0.003062017602769401,0,Biometric,0,Legitimate,ACC-100170
4,1.4601470667300558,194.43769129420656,0.19923058084012923,88,0.09909109977164664,0,PIN,0,Legitimate,ACC-100171
2,1.7450379709987116,319.72000930764597,0.03789899376797055,76,0.036442800025924,0,PIN,0,Legitimate,ACC-100172
1,1.3047036805884238,445.5415534320443,0.19610543365945857,89,0.009965574375904507,0,Biometric,0,Legitimate,ACC-100173
6,1.3754860479259332,258.66567745127384,0.02519335526093727,61,0.1073799912096388,0,Biometric,0,Legitimate,ACC-100174
2,1.1323955598860977,1053.9159420000638,0.16219825461104787,104,0.018365295577272865,0,OTP,0,Legitimate,ACC-100175
38,6.211116313441422,2.4146920533504614,0.7216684064068595,2,0.7532603021570051,0,PIN,1,Fast Burner,ACC-100176
2,1.461245265559039,577.391769860878,0.0955227139422193,107,0.14080993620650628,0,PIN,0,Legitimate,ACC-100177
4,0.8875641144675543,324.47930431859623,0.15995723829202124,111,0.1215973196334121,1,OTP,0,Legitimate,ACC-100178
5,1.0630513171487712,904.090683612658,0.12780348578535258,63,0.04344562181277576,0,Biometric,0,Legitimate,ACC-100179
33,5.08026387203214,54.267518875005514,0.6383834583709075,70,0.8160018920815053,1,PIN,1,Sleeper Mule,ACC-100180
5,1.4719029706191455,334.8756045102942,0.03554723092430747,75,0.11202970667018067,0,Biometric,0,Legitimate,ACC-100181
2,0.8488849205686979,97.37614061599547,0.1564196294175203,68,0.09907041935531755,1,Biometric,0,Legitimate,ACC-100182
2,1.0600143095473062,815.0179210883027,0.0643541140496994,113,0.016262976812315005,0,Biometric,0,Legitimate,ACC-100183
5,1.0131808256988757,216.33452619339508,0.00482815542446673,9,0.0881784623998411,2,Biometric,0,Legitimate,ACC-100184
38,7.217040404965146,35.80643665377513,0.9413406257387009,2,0.9419513663900311,7,OTP,1,Fast Burner,ACC-100185
37,6.015101554515318,2.8088444118403246,0.7208544826155289,2,0.8777666449042605,4,OTP,1,Fast Burner,ACC-100186
48,7.880157018516664,6.879549790213776,0.8705168100959635,1,0.7058727368826733,4,PIN,1,Fast Burner,ACC-100187
1,1.1438503356408416,68.8796452533971,0.16983261402872413,102,0.029223549366739796,1,Biometric,0,Legitimate,ACC-100188
2,1.704794278203989,260.9677244235663,0.04101696639439503,76,0.13486842447125819,0,PIN,0,Legitimate,ACC-100189
2,0.9171674279308576,474.71514288702076,0.016238918164064864,113,0.0954469260114378,2,PIN,0,Legitimate,ACC-100190
47,7.424195960886814,11.7028881499975,0.7555309818266518,1,0.7354839503232633,5,PIN,1,Fast Burner,ACC-100191
43,4.428413806799262,2.496059171547025,0.8805079031148155,2,0.8514960982636228,3,PIN,1,Fast Burner,ACC-100192
46,4.058377479802646,17.030019170795537,0.787307435842932,78,0.6705611587261913,1,OTP,1,Sleeper Mule,ACC-100193
2,1.3334574661794967,885.1596941970187,0.18620156192982465,112,0.02027457146511229,1,Biometric,0,Legitimate,ACC-100194
2,1.101661483236761,66.93015255924102,0.12419328555343173,44,0.03805557112682182,0,Biometric,0,Legitimate,ACC-100195
1,1.165801034148112,1299.1294607072289,0.09132579783022832,66,0.13691077101465896,0,Biometric,0,Legitimate,ACC-100196
2,0.8846012945930164,166.01062111149741,0.04997298854387336,106,0.10503150224853339,1,PIN,0,Legitimate,ACC-100197
41,4.277256564233885,32.50319738420127,0.7469222877891548,2,0.831035560029239,6,OTP,1,Fast Burner,ACC-100198
40,6.985082351497054,6.201895332299109,0.9871187896593419,1,0.7900917396850834,11,PIN,1,Fast Burner,ACC-100199
37,5.427712596495365,3.23509929749286,0.7305479442815064,0,0.7903187098727127,0,OTP,1,Fast Burner,ACC-100200
4,0.7159895291385181,1007.9012958559067,0.0848875208001787,98,0.07067014777071333,0,Biometric,0,Legitimate,ACC-100201
2,1.1905976541990833,248.19173594489857,0.19382832400997196,45,0.1277181621267025,0,Biometric,0,Legitimate,ACC-100202
44,8.525667878921153,11.740088769310159,0.9975008239700192,0,0.8130546287060741,4,OTP,1,Fast Burner,ACC-100203
3,1.2544433645637167,101.68317297379633,0.08372677120959582,92,0.051147340359613616,1,Biometric,0,Legitimate,ACC-100204
2,1.2791665483050065,1366.2016358211524,0.10406372164876765,110,0.01485604977632285,1,PIN,0,Legitimate,ACC-100205
